,Education,Marital_Status,Income,Recency,Complain,Response,Age,Children,Total_spent,Total_no_purchase,TotalAcceptedCmp,km_clust
1411,1,0,38741.0,60,0,0,63,2,61,7,0,1
1412,3,0,31907.0,75,0,0,49,0,449,14,0,3
1413,1,1,27100.0,64,0,0,38,1,37,5,0,1
1414,1,0,31163.0,54,0,0,48,1,38,5,0,1
1415,3,1,92533.0,84,0,0,36,0,1131,23,2,2
1416,3,0,34853.0,75,0,0,48,2,34,7,0,1
1417,3,0,70844.0,16,0,0,54,2,294,17,0,0
1418,1,1,31086.0,79,0,0,42,2,48,6,1,1
1419,3,1,60544.0,92,0,0,60,2,289,15,0,1
1420,1,1,20491.0,16,0,0,35,0,30,4,0,1
1421,3,1,42523.0,96,0,0,57,0,125,7,0,1
1422,3,1,39922.0,30,0,0,38,1,156,9,0,1
1423,3,1,33402.0,60,0,0,69,2,70,9,0,1
1424,1,1,36408.0,11,0,0,72,2,22,4,0,1
1425,3,1,21645.0,75,0,1,42,1,65,9,1,1
1426,1,0,78427.0,36,0,1,73,0,1930,23,2,2
1427,3,1,82657.0,71,0,0,75,0,2283,23,2,2
1428,3,1,51876.0,88,0,0,63,0,310,13,0,1
1429,1,1,78041.0,93,0,0,50,0,1319,18,0,3
1430,3,1,52852.0,93,0,0,64,1,879,26,1,0
1431,2,1,70038.0,54,0,0,39,0,1244,17,0,3
1432,1,1,69401.0,41,0,0,48,1,690,17,0,0
1433,3,1,46053.0,46,0,0,49,1,209,12,0,1
1434,3,1,77343.0,28,0,0,56,0,1134,17,0,3
1435,3,0,73892.0,40,0,1,68,0,1507,23,1,3
1436,2,0,40304.0,82,0,0,54,1,57,6,0,1
1437,2,1,32727.0,38,0,0,56,0,529,17,0,0
1438,3,1,68695.0,3,0,0,52,0,1091,16,0,3
1439,3,0,43300.0,87,0,1,50,1,180,11,1,1
1440,3,1,26290.0,49,0,0,49,2,77,10,0,1
1441,3,0,93790.0,16,0,1,51,0,2349,25,4,2
1442,2,1,38410.0,65,0,1,47,0,534,18,1,3
1443,1,0,64866.0,9,0,0,71,1,556,21,1,0
1444,3,1,57957.0,24,1,0,62,1,637,25,0,0
1445,2,1,46015.0,25,0,0,66,2,46,5,2,1
1446,3,1,16531.0,43,0,0,43,1,44,9,0,1
1447,1,1,28072.0,10,0,0,35,1,47,5,0,1
1448,1,0,49476.0,29,0,0,58,1,795,22,0,0
1449,3,1,50725.0,45,0,0,68,1,586,21,0,0
1450,3,1,83844.0,57,0,0,69,0,1574,20,1,3
1451,2,1,41145.0,20,0,0,71,2,13,4,0,1
1452,3,1,67419.0,29,0,0,51,1,1471,25,0,0
1453,1,1,23162.0,82,0,0,51,2,65,8,0,1
1454,3,1,34380.0,68,0,0,44,1,175,12,0,1
1455,3,0,34704.0,65,0,0,55,1,40,5,0,1
1456,2,1,94871.0,99,0,1,52,2,1078,18,3,2
1457,3,1,65148.0,9,0,0,63,1,1115,21,0,0
1458,3,1,39898.0,20,0,0,67,1,134,9,0,1
1459,1,0,64857.0,78,0,0,65,0,1540,23,0,3
1460,2,1,59892.0,26,0,0,51,1,87,7,0,1
1461,1,0,41020.0,68,0,0,34,0,217,10,0,1
1462,2,1,57072.0,79,0,0,60,1,1034,27,1,0
1463,3,0,60474.0,25,0,0,42,1,1180,31,0,3
1464,3,1,62807.0,83,0,0,61,1,819,23,0,0
1465,1,1,19414.0,32,0,0,40,1,32,5,0,1
1466,3,1,19107.0,49,0,0,41,1,46,6,0,1
1467,1,1,75484.0,50,0,0,45,1,1159,18,0,3
1468,1,0,70379.0,84,0,0,45,1,860,25,0,0
1469,1,1,79419.0,96,0,0,51,0,1631,15,0,3
1470,2,1,64014.0,56,0,0,75,3,444,22,1,0
1471,3,1,76998.0,85,0,0,66,1,1910,29,1,3
1472,1,1,49854.0,63,0,0,49,1,380,18,0,1
1473,2,1,60585.0,17,0,1,50,2,736,30,1,0
1474,2,0,42873.0,11,0,0,71,2,269,15,0,1
1475,3,1,87679.0,62,0,1,33,0,2524,29,4,2
1476,3,1,57867.0,48,0,0,43,1,612,25,0,0
1477,3,1,35765.0,86,0,0,31,1,75,8,0,1
1478,3,1,65492.0,73,0,0,62,0,1045,26,0,3
1479,3,0,32952.0,36,0,0,44,1,55,6,0,1
1480,2,1,53374.0,34,0,1,52,1,1064,21,2,0
1481,3,1,71706.0,16,0,0,62,1,1443,25,0,0
1482,3,1,68487.0,48,0,0,33,0,1366,30,0,3
1483,1,1,53253.0,61,0,0,46,2,436,19,0,0
1484,1,0,31163.0,54,0,0,48,1,38,5,0,1
1485,3,1,42014.0,56,0,1,44,1,436,20,1,0
1486,1,1,54108.0,74,0,0,48,2,747,32,0,0
1487,2,0,49667.0,35,0,1,66,0,1396,22,2,0
1488,1,1,63206.0,65,0,0,47,0,928,14,1,3
1489,1,1,57136.0,48,0,0,49,2,642,26,0,0
1490,1,1,46772.0,88,0,0,46,1,1048,30,1,3
1491,2,1,78931.0,19,0,0,50,0,943,24,0,3
1492,3,1,53977.0,21,0,0,63,1,907,27,0,0
1493,3,1,84219.0,27,0,0,33,0,1198,18,0,3
1494,1,0,46098.0,86,0,0,46,2,120,11,0,1
1495,3,1,73538.0,92,0,0,56,1,1658,26,0,3
1496,3,1,79529.0,1,0,0,35,0,1638,22,0,3
1497,1,1,20981.0,14,0,1,44,0,73,7,1,1
1498,3,0,51766.0,74,0,0,41,1,275,12,0,1
1499,3,1,55759.0,84,0,0,59,1,854,26,0,0
1500,3,1,33039.0,4,0,0,43,1,78,7,0,1
1501,1,1,37787.0,50,0,0,49,1,106,7,0,1
1502,3,0,27242.0,2,0,1,51,1,106,7,1,1
1503,2,0,87188.0,73,0,1,38,0,1923,19,1,3
1504,3,1,69930.0,21,0,0,50,0,1662,22,0,3
1505,3,0,37697.0,82,0,0,45,1,84,7,0,1
1506,2,1,37401.0,14,0,0,48,1,48,7,0,1
1507,3,0,3502.0,56,0,0,48,1,5,0,0,1
1508,3,1,58597.0,20,0,0,45,2,733,32,0,0
1509,2,0,82032.0,54,0,0,73,0,1234,17,0,3
1510,3,1,28087.0,77,0,0,63,2,112,9,0,1
1511,2,0,74004.0,5,0,1,34,0,1658,15,3,2
1512,3,1,19740.0,65,0,0,61,1,55,7,0,1
1513,1,1,57036.0,33,0,0,46,1,1513,26,1,0
1514,1,1,53083.0,65,0,0,63,2,271,17,1,0
1515,2,1,69283.0,41,0,0,46,1,904,27,0,0
1516,1,0,46098.0,86,0,1,46,2,120,11,1,1
1517,1,1,23331.0,92,0,0,33,1,103,8,0,1
1518,1,0,23331.0,97,0,0,33,1,269,17,0,1
1519,3,0,9255.0,91,0,0,32,1,22,5,0,1
1520,2,0,67786.0,0,0,1,62,0,1156,16,1,3
1521,2,1,71969.0,59,0,0,50,1,1086,19,1,0
1522,1,0,59235.0,4,0,0,54,1,1128,28,0,0
1523,3,1,31928.0,5,0,0,32,1,72,9,0,1
1524,1,1,74881.0,48,0,0,60,2,964,27,0,0
1525,3,1,65819.0,99,0,0,43,0,1383,20,0,3
1526,2,0,51411.0,81,0,0,68,3,18,4,0,1
1527,3,0,51983.0,95,0,0,57,1,793,24,0,0
1528,1,1,42386.0,43,0,0,35,1,100,7,0,1
1529,1,1,30390.0,5,0,0,34,0,80,6,0,1
1530,3,0,30983.0,50,0,1,58,0,167,8,1,1
1531,3,0,66033.0,76,0,0,64,1,677,20,0,0
1532,1,1,37284.0,46,0,0,46,2,23,4,0,1
1533,1,0,57530.0,68,0,0,70,1,92,7,0,1
1534,1,1,76800.0,33,0,0,56,0,641,16,0,3
1535,3,1,63943.0,50,0,0,65,1,1106,17,0,3
1536,3,1,76081.0,85,0,0,59,0,1033,14,1,3
1537,3,1,67445.0,63,0,0,47,1,1174,32,0,0
1538,1,1,37054.0,89,0,0,54,2,25,6,0,1
1539,1,1,47175.0,81,0,1,59,2,240,17,2,1
1540,3,0,31859.0,77,0,0,45,1,20,4,0,1
1541,3,0,27215.0,50,0,0,60,3,102,11,0,1
1542,2,0,70179.0,10,0,0,45,1,1034,26,0,0
1543,3,1,39922.0,30,0,0,38,1,156,9,0,1
1544,1,1,49681.0,66,0,0,45,2,458,21,0,0
1545,3,1,24645.0,16,0,0,33,1,17,4,0,1
1546,3,0,79865.0,12,0,0,67,1,792,21,0,3
1547,3,1,44322.0,30,0,0,36,1,92,8,0,1
1548,3,0,47958.0,8,0,0,69,1,407,16,0,0
1549,1,0,63972.0,93,0,0,57,1,1269,23,1,0
1550,3,1,75315.0,14,0,0,67,1,841,23,0,0
1551,2,1,55517.0,53,0,1,71,2,633,23,1,0
1552,2,1,75283.0,26,0,0,64,3,1019,25,0,0
1553,2,0,82800.0,23,0,1,75,0,1315,26,3,2
1554,3,1,38998.0,92,1,0,67,2,54,8,0,1
1555,1,0,90638.0,29,0,1,30,0,2525,18,2,2
1556,1,1,27161.0,41,0,0,35,1,52,5,0,1
1557,3,1,42014.0,56,0,1,44,1,436,20,1,0
1558,2,1,38201.0,19,0,0,61,1,268,15,0,0
1559,3,1,45203.0,4,0,1,39,2,147,8,1,1
1560,2,1,81574.0,89,0,0,74,0,1798,18,2,2
1561,3,1,34935.0,71,0,0,29,0,137,8,0,1
1562,1,0,60482.0,81,0,0,45,1,507,17,0,0
1563,3,1,34633.0,31,0,0,65,3,15,4,0,1
1564,1,1,78093.0,53,0,0,74,0,1105,17,0,3
1565,3,0,82460.0,78,0,0,71,0,974,15,0,3
1566,1,1,45903.0,80,0,0,55,1,66,8,0,1
1567,3,0,81361.0,18,0,1,34,0,778,27,1,3
1568,2,0,35860.0,37,0,1,48,2,49,6,2,1
1569,1,1,40442.0,52,0,1,69,2,169,12,1,1
1570,3,1,61482.0,39,0,0,56,0,299,12,0,3
1571,3,1,34968.0,11,0,0,41,1,221,17,0,1
1572,3,1,75794.0,33,0,0,34,0,1682,25,1,3
1573,2,1,31497.0,22,0,0,59,1,155,10,0,1
1574,3,1,74268.0,83,0,0,66,0,892,13,0,3
1575,0,1,13724.0,43,0,0,33,1,58,5,1,1
1576,1,1,45143.0,74,0,0,56,1,311,15,0,0
1577,2,0,52569.0,54,0,0,54,1,95,7,0,1
1578,2,0,48432.0,3,0,1,48,1,424,19,1,0
1579,1,1,17144.0,96,0,0,61,2,47,12,0,1
1580,3,0,36108.0,68,0,0,37,1,339,15,1,1
1581,3,1,76445.0,2,0,0,50,1,1410,21,0,3
1582,2,1,36663.0,40,0,0,46,1,35,6,0,1
1583,1,1,53843.0,64,0,0,56,1,562,20,0,0
1584,1,1,90226.0,26,0,0,65,0,2352,24,1,3
1585,1,0,70638.0,69,0,0,66,0,1334,20,1,3
1586,3,1,44512.0,57,0,0,61,2,32,6,0,1
1587,3,1,27116.0,78,0,0,60,2,41,7,0,1
1588,2,1,54072.0,71,0,0,58,2,39,5,0,1
1589,3,1,71855.0,59,0,0,44,1,1141,25,0,0
1590,1,0,51250.0,28,0,0,31,1,710,24,1,0
1591,1,1,60432.0,61,0,0,48,1,401,19,0,0
1592,2,1,65526.0,22,0,0,57,1,506,17,0,0
1593,3,0,68655.0,95,0,0,33,0,1538,21,0,3
1594,1,1,12393.0,38,0,0,43,0,57,6,0,1
1595,3,0,64509.0,19,0,1,31,0,1722,19,2,3
1596,3,0,33955.0,92,0,0,46,1,270,15,0,1
1597,3,1,31353.0,24,0,1,44,2,31,6,1,1
1598,3,1,55434.0,21,0,0,37,1,882,24,0,3
1599,3,1,28359.0,35,0,0,38,1,16,4,0,1
1600,3,0,57100.0,9,0,0,34,1,311,14,0,1
1601,3,1,69139.0,23,0,0,56,1,227,11,0,1
1602,1,1,52973.0,92,0,0,65,1,1152,31,0,0
1603,2,1,51717.0,55,0,0,56,1,122,8,1,1
1604,3,1,18793.0,14,0,0,50,1,77,9,0,1
1605,1,1,66664.0,78,0,0,39,0,1289,19,0,3
1606,3,0,50664.0,64,0,0,62,2,561,24,0,0
1607,3,1,54414.0,49,0,0,58,2,211,13,0,1
1608,2,1,54549.0,8,0,0,69,1,233,12,0,1
1609,2,0,47111.0,35,0,0,50,1,1092,21,0,0
1610,2,0,41003.0,11,0,0,58,0,601,17,0,3
1611,3,1,19444.0,8,0,1,39,1,54,10,1,1
1612,1,1,36301.0,53,0,0,45,1,78,7,0,1
1613,2,1,73059.0,36,0,0,74,1,1095,26,0,3
1614,2,1,42731.0,64,0,0,52,1,244,13,0,1
1615,2,1,52854.0,43,0,0,62,2,116,9,0,1
1616,3,1,22775.0,40,0,0,43,1,15,4,0,1
1617,2,1,46681.0,52,0,0,73,2,425,16,0,0
1618,2,1,59821.0,11,0,0,66,1,734,26,0,0
1619,3,0,50002.0,21,0,0,67,1,638,19,0,0
1620,3,1,69755.0,23,0,0,76,0,894,22,0,3
1621,3,1,44078.0,17,0,0,52,2,41,7,0,1
1622,1,1,30560.0,6,0,0,45,1,31,5,0,1
1623,1,1,35924.0,56,0,0,52,2,34,5,0,1
1624,2,0,64140.0,71,0,1,57,2,1750,18,4,2
1625,3,1,56386.0,51,0,0,40,2,612,25,0,0
1626,0,1,24594.0,94,0,0,42,1,29,5,0,1
1627,1,1,75774.0,27,0,0,40,1,823,21,0,3
1628,1,0,39228.0,1,0,0,61,0,20,4,0,1
1629,1,1,58494.0,56,0,0,47,1,396,16,0,0
1630,3,0,58684.0,71,0,0,40,0,813,21,1,3
1631,3,0,57136.0,18,0,1,54,0,1179,20,1,3
1632,2,0,56551.0,48,0,0,71,2,138,10,0,1
1633,3,1,22448.0,86,0,0,39,1,55,9,0,1
1634,3,0,82014.0,48,0,1,60,0,1511,22,1,3
1635,3,0,34213.0,2,0,1,58,2,117,9,1,1
1636,3,1,157146.0,13,0,0,44,0,1730,28,0,3
1637,2,0,25358.0,57,0,0,74,1,32,6,0,1
1638,1,0,35544.0,77,0,0,43,1,67,6,0,1
1639,1,1,36634.0,0,0,0,67,1,335,15,0,0
1640,2,1,62670.0,57,0,0,67,1,825,22,0,0
1641,1,1,50334.0,24,0,0,49,1,694,23,0,0
1642,3,0,72066.0,55,0,1,40,0,1792,17,3,2
1643,2,0,50729.0,62,0,0,63,2,496,24,0,0
1644,3,1,34916.0,89,0,0,53,2,231,13,0,1
1645,3,0,64892.0,77,0,0,45,1,902,24,0,0
1646,3,0,43602.0,45,0,0,55,2,68,9,0,1
1647,2,0,33996.0,46,0,0,32,0,71,6,0,1
1648,1,0,41473.0,80,0,0,36,1,76,6,0,1
1649,2,1,63246.0,60,0,0,54,2,772,22,0,0
1650,2,1,36732.0,71,0,0,62,2,47,9,0,1
1651,2,1,69084.0,43,0,0,51,1,1586,25,0,0
1652,2,1,77766.0,97,0,1,54,1,1529,34,2,3
1653,2,0,37929.0,49,0,1,36,0,265,13,3,2
1654,3,1,86610.0,66,0,0,70,0,1603,18,0,3
1655,1,1,80141.0,20,0,1,35,0,2091,22,2,2
1656,1,1,72635.0,54,0,0,66,0,981,21,1,3
1657,3,1,69016.0,61,0,0,51,1,1533,34,0,3
1658,1,1,20193.0,18,0,0,30,0,82,7,0,1
1659,3,1,27573.0,45,0,0,46,1,244,14,0,1
1660,0,0,15862.0,26,0,0,42,1,36,5,0,1
1661,2,1,49544.0,0,0,0,45,1,404,16,0,1
1662,3,1,33228.0,28,0,0,41,1,71,6,0,1
1663,3,1,70440.0,49,0,0,43,0,1572,23,1,3
1664,3,1,38232.0,84,0,0,50,2,122,11,0,1
1665,2,1,22554.0,38,0,0,66,2,41,10,0,1
1666,2,1,23536.0,53,0,0,38,1,10,4,0,1
1667,3,1,49413.0,88,0,0,69,1,304,13,0,0
1668,3,1,42231.0,99,0,0,52,2,37,5,0,1
1669,1,0,78789.0,12,0,1,41,0,1754,16,1,3
1670,3,1,56534.0,35,0,1,53,1,815,25,3,2
1671,3,0,58350.0,5,0,0,50,1,1001,27,0,0
1672,3,0,81217.0,77,0,0,32,0,1157,22,0,3
1673,3,0,49090.0,45,0,0,70,1,688,21,0,0
1674,1,0,61787.0,71,0,0,34,0,1319,19,0,3
1675,2,1,18169.0,40,0,0,36,1,21,4,0,1
1676,1,0,24336.0,82,0,0,40,1,31,4,0,1
1677,3,1,18222.0,70,0,0,31,0,67,6,0,1
1678,3,0,62335.0,87,0,0,69,1,708,21,0,3
1679,1,1,42033.0,95,0,0,50,2,25,4,0,1
1680,2,1,86580.0,72,0,0,38,0,746,11,1,3
1681,2,0,41437.0,5,0,0,64,2,32,5,0,1
1682,1,0,73705.0,86,0,0,70,2,1695,25,0,3
1683,3,1,61064.0,80,0,0,45,1,1080,28,0,0
1684,1,1,38452.0,62,0,0,66,2,72,9,0,1
1685,3,0,18358.0,49,0,0,32,1,57,10,0,1
1686,2,1,55012.0,85,0,0,48,1,660,25,0,0
1687,0,1,9722.0,7,0,1,48,1,103,11,1,1
1688,2,1,38175.0,6,0,0,37,1,153,11,0,1
1689,1,1,58656.0,25,0,0,65,1,1220,32,1,0
1690,3,1,52117.0,55,0,0,56,1,279,13,0,1
1691,3,1,64813.0,81,0,0,43,1,745,20,0,3
1692,2,1,54222.0,98,0,0,48,1,264,12,0,1
1693,3,1,83512.0,31,0,1,35,0,2157,22,5,2
1694,1,1,77520.0,30,0,1,62,1,1526,23,4,2
1695,3,1,41154.0,98,0,0,43,1,69,6,0,1
1696,3,1,80398.0,92,0,0,55,0,1597,26,1,3
1697,0,0,18746.0,41,0,0,29,1,64,8,0,1
1698,3,1,35196.0,68,0,0,37,1,497,18,0,0
1699,3,0,60230.0,78,0,0,65,1,1067,17,0,0
1700,3,1,22108.0,46,0,0,44,2,31,7,0,1
1701,3,1,44392.0,71,0,0,47,2,211,14,0,1
1702,2,1,55424.0,6,0,1,45,1,877,25,2,0
1703,3,1,17688.0,82,1,0,42,1,11,4,0,1
1704,2,1,92491.0,71,0,1,38,0,2034,25,4,2
1705,3,0,90273.0,32,0,1,30,0,1991,19,4,2
1706,2,0,82571.0,28,0,0,59,0,1686,24,1,3
1707,2,0,38513.0,20,0,1,39,1,324,17,1,1
1708,1,0,16653.0,10,0,1,42,1,69,9,1,1
1709,3,1,42586.0,7,0,1,66,2,252,16,1,1
1710,0,0,23529.0,67,0,0,56,1,54,5,0,1
1711,1,1,74881.0,48,0,0,60,2,964,27,0,0
1712,3,1,71107.0,61,0,0,70,1,1327,28,0,3
1713,2,1,46910.0,36,0,0,57,2,68,7,0,1
1714,3,1,18690.0,77,0,0,62,0,60,5,0,1
1715,3,0,37244.0,90,0,0,66,2,55,5,1,1
1716,3,1,82427.0,35,0,0,55,0,1456,21,1,3
1717,1,0,75342.0,38,0,0,63,1,563,18,0,0
1718,3,0,70044.0,46,0,0,67,1,1504,26,0,0
1719,3,0,79146.0,33,0,0,54,2,564,19,0,0
1720,3,1,77437.0,70,0,0,58,0,1125,23,1,3
1721,3,1,54984.0,51,0,0,62,1,358,17,1,0
1722,2,1,42403.0,18,0,0,50,1,42,5,0,1
1723,3,1,55761.0,97,0,0,57,1,184,10,1,1
1724,3,1,37292.0,32,0,0,38,1,460,19,0,0
1725,2,0,45576.0,9,0,1,76,0,145,8,1,1
1726,3,1,70321.0,6,0,1,74,0,1376,25,1,3
1727,2,0,58086.0,80,0,0,52,1,792,23,0,0
1728,3,1,81795.0,74,0,0,69,0,1382,23,0,3
1729,0,1,28389.0,49,0,0,74,0,28,4,0,1
1730,1,1,66835.0,21,0,0,75,0,1033,24,0,3
1731,3,0,69901.0,95,0,0,52,1,882,23,0,0
1732,2,1,80360.0,56,0,0,72,0,2231,15,3,2
1733,2,1,63342.0,48,0,1,60,1,1101,19,2,0
1734,3,1,44989.0,26,0,0,47,1,369,16,0,0
1735,1,0,31859.0,3,0,0,41,1,48,5,0,1
1736,2,0,51569.0,39,0,1,72,1,467,19,2,0
1737,3,0,30372.0,33,0,0,50,2,44,8,0,1
1738,0,0,16014.0,42,0,0,42,2,38,10,0,1
1739,3,1,41120.0,80,0,0,53,2,81,9,0,1
1740,1,0,39763.0,9,0,1,50,1,167,10,1,1
1741,2,1,38725.0,52,0,0,66,2,45,7,0,1
1742,3,1,77981.0,78,0,0,49,1,664,21,0,3
1743,1,1,62905.0,68,0,0,57,1,622,20,0,0
1744,1,0,13533.0,45,0,0,42,1,48,7,0,1
1745,3,1,59481.0,47,0,0,46,1,461,16,0,0
1746,3,1,72117.0,34,0,0,44,1,1073,26,0,0
1747,1,1,21955.0,81,0,0,35,1,55,8,0,1
1748,3,1,67131.0,72,0,0,65,1,976,26,0,0
1749,2,0,36802.0,23,0,0,41,1,20,5,0,1
1750,3,1,71853.0,29,0,0,39,0,1149,17,0,3
1751,0,1,28249.0,80,0,0,60,0,43,6,0,1
1752,1,1,47808.0,30,0,0,46,1,224,10,1,1
1753,2,0,25509.0,15,0,1,47,1,101,9,1,1
1754,2,1,51012.0,86,0,0,75,0,209,10,0,1
1755,3,0,70596.0,68,0,0,36,0,968,21,0,3
1756,2,1,85431.0,54,0,0,69,0,1165,17,0,3
1757,3,1,42664.0,44,0,0,54,1,24,5,0,1
1758,3,1,42586.0,7,0,1,66,2,252,16,1,1
1759,3,0,29760.0,87,0,0,36,1,165,12,0,1
1760,2,1,28973.0,59,0,0,44,0,269,13,0,1
1761,2,1,39435.0,16,0,0,48,1,102,7,0,1
1762,1,1,65370.0,1,0,0,37,0,461,19,0,3
1763,0,0,20194.0,64,0,0,42,1,47,7,0,1
1764,2,0,42473.0,72,0,0,45,2,144,10,0,1
1765,3,1,64590.0,98,0,0,53,0,1338,24,0,3
1766,3,1,71232.0,91,0,0,62,1,917,25,0,0
1767,3,1,34600.0,8,0,1,50,2,318,17,1,1
1768,3,0,46904.0,20,0,0,54,2,253,14,0,1
1769,3,1,49094.0,6,0,0,48,1,502,20,0,0
1770,3,1,36075.0,54,0,0,38,1,119,7,0,1
1771,1,1,60839.0,72,0,0,42,2,1250,29,0,0
1772,3,1,77298.0,46,0,0,42,1,969,24,0,3
1773,3,1,34026.0,11,0,0,71,2,76,9,0,1
1774,2,0,48918.0,21,0,0,58,2,62,7,0,1
1775,1,1,82122.0,89,0,0,59,0,1382,26,1,3
1776,3,0,37697.0,82,0,0,45,1,84,7,0,1
1777,3,1,34074.0,69,0,0,69,2,255,14,1,1
1778,1,1,28520.0,55,0,0,61,2,43,5,0,1
1779,3,0,62535.0,13,0,0,66,1,398,14,0,0
1780,1,0,36273.0,80,0,0,44,1,76,8,0,1
1781,3,1,63404.0,97,0,0,57,2,902,15,1,0
1782,1,1,75774.0,27,0,0,40,1,823,21,0,3
1783,3,1,78416.0,99,0,0,45,1,1179,26,0,3
1784,3,1,75702.0,87,0,0,47,1,1921,29,1,3
1785,1,1,59385.0,85,0,0,70,2,185,10,0,1
1786,3,0,37070.0,30,0,1,55,2,433,23,1,0
1787,3,1,44689.0,82,0,0,70,2,34,6,1,1
1788,3,1,53977.0,21,0,0,63,1,907,27,0,0
1789,2,0,7144.0,92,0,0,55,2,416,25,0,0
1790,3,0,18701.0,95,0,0,57,2,44,10,0,1
1791,3,1,90369.0,2,0,1,65,0,1588,17,1,3
1792,2,0,63159.0,74,0,0,47,0,1797,17,1,3
1793,3,1,37758.0,49,0,0,55,2,40,6,0,1
1794,2,0,46757.0,71,0,0,58,1,1143,21,0,0
1795,1,1,79734.0,72,0,0,52,0,914,14,1,3
1796,3,1,63207.0,68,0,0,29,0,1502,12,1,3
1797,3,0,72071.0,4,0,0,67,1,1338,20,0,3
1798,2,1,21840.0,80,0,0,38,1,27,5,0,1
1799,1,1,58582.0,15,0,0,39,1,763,22,1,0
1800,3,0,72282.0,70,0,1,70,0,1331,22,1,3
1801,3,1,50387.0,91,0,0,65,2,525,19,0,0
1802,2,1,32583.0,10,0,0,60,2,9,4,0,1
1803,3,1,62568.0,99,0,0,59,1,953,16,1,0
1804,1,0,44635.0,25,0,0,50,2,68,7,0,1
1805,1,0,33316.0,34,0,0,50,2,131,10,0,1
1806,3,1,63967.0,57,0,0,53,1,882,23,0,3
1807,1,1,52513.0,84,0,0,43,0,1149,25,0,3
1808,3,1,25293.0,51,0,0,52,1,37,5,0,1
1809,2,0,54111.0,97,0,0,56,1,388,15,0,0
1810,3,1,78394.0,13,0,1,35,0,1428,16,1,3
1811,1,1,80739.0,92,0,0,63,0,1633,24,0,3
1812,1,1,22669.0,30,0,1,46,1,173,10,1,1
1813,3,0,29236.0,30,0,0,34,1,99,9,0,1
1814,3,1,44911.0,11,0,0,62,1,215,12,0,1
1815,2,1,54693.0,72,0,0,59,1,929,31,0,0
1816,3,1,48186.0,39,0,0,47,1,219,12,0,1
1817,3,1,54809.0,0,0,1,44,2,174,12,1,1
1818,3,1,41580.0,15,0,0,43,2,92,9,0,1
1819,2,1,80336.0,12,0,0,51,0,1052,25,0,3
1820,3,1,47743.0,56,0,0,64,1,275,14,1,0
1821,1,1,62972.0,39,0,0,66,1,587,16,0,0
1822,2,0,57333.0,55,0,1,67,1,1662,33,1,0
1823,2,1,32313.0,60,0,0,39,1,159,11,0,1
1824,1,0,84953.0,73,0,1,68,0,1024,18,4,2
1825,1,0,27071.0,90,0,0,53,1,35,7,0,1
1826,1,1,68148.0,86,0,0,64,0,1042,15,0,3
1827,1,1,65735.0,37,0,0,56,2,395,19,0,0
1828,2,1,86836.0,7,0,1,46,0,557,23,4,2
1829,2,1,4023.0,29,0,0,58,2,9,15,0,1
1830,3,1,30093.0,19,0,0,31,0,69,6,0,1
1831,2,1,57705.0,14,0,0,55,1,486,18,0,0
1832,3,0,25008.0,72,0,0,33,1,34,6,0,1
1833,1,0,83257.0,56,1,1,26,0,1365,28,3,2
1834,3,1,22280.0,85,0,0,46,1,13,4,0,1
1835,2,1,72159.0,62,0,0,43,0,1401,21,0,3
1836,3,1,64260.0,1,0,1,60,0,1574,14,1,3
1837,2,0,82733.0,28,0,1,37,0,1323,20,1,3
1838,1,0,74290.0,70,0,0,50,1,1217,32,2,2
1839,1,0,58217.0,84,0,0,70,3,103,7,0,1
1840,1,1,21024.0,89,0,0,45,0,84,7,0,1
1841,2,1,70116.0,73,0,0,49,0,1536,23,0,3
1842,3,1,54006.0,42,0,0,36,1,581,18,0,0
1843,2,1,69063.0,16,0,0,55,1,928,14,0,0
1844,1,0,11448.0,16,0,0,46,0,14,4,0,1
1845,3,0,61825.0,56,0,0,42,1,424,15,0,0
1846,3,1,70886.0,65,0,0,50,1,960,14,0,3
1847,3,1,69109.0,10,0,1,39,0,1555,20,2,2
1848,3,0,60208.0,13,0,1,48,2,656,29,2,0
1849,1,1,32889.0,78,0,0,53,2,55,9,0,1
1850,3,0,34738.0,51,0,0,37,1,20,5,0,1
1851,1,1,30538.0,27,0,0,50,1,367,17,0,1
1852,1,1,82326.0,30,0,1,44,0,2257,22,4,2
1853,2,0,26642.0,71,0,0,54,1,42,7,0,1
1854,3,0,69932.0,97,0,0,57,1,1049,26,0,3
1855,3,0,44503.0,83,0,0,49,2,48,7,0,1
1856,2,0,60200.0,3,0,0,73,1,685,25,0,0
1857,3,0,49638.0,71,0,0,69,1,39,5,0,1
1858,1,0,23830.0,3,0,0,34,0,43,5,0,1
1859,1,0,33051.0,15,0,1,62,0,835,21,1,3
1860,3,1,72905.0,52,0,0,63,0,1515,20,1,3
1861,2,1,69702.0,8,0,0,70,1,1039,26,0,0
1862,3,0,70300.0,89,0,0,46,1,1596,26,0,3
1863,2,1,70643.0,66,0,1,37,0,1828,18,1,3
1864,2,1,30396.0,22,0,1,52,1,34,6,2,1
1865,2,0,50616.0,56,0,0,53,1,149,10,0,1
1866,1,0,62772.0,74,0,0,52,1,946,23,1,0
1867,2,0,30298.0,48,0,0,36,0,28,6,0,1
1868,3,0,52413.0,67,0,0,37,1,450,17,0,1
1869,2,1,44155.0,24,0,0,64,2,46,5,0,1
1870,2,0,86979.0,67,0,1,50,0,1702,16,2,3
